1,18.712269071806062,0,1
2,4.409989893380539,-1,0
3,4.20500648725608,-1,0
4,59.36317669391257,-2,5
5,62.23067885782568,-2,1
6,2.643151227455988,0,1
7,2.563599233414811,0,0
8,81.14000032515911,-2,1
9,2.6403709223346783,0,0
10,2.6403709223346783,0,0
11,2.6058451783319088,0,2
12,2.6058451783319088,0,0
13,2.6058451783319088,0,0
14,2.6058451783319088,0,4
15,2.6058451783319088,0,0
16,2.643151227455988,0,0
17,2.643151227455988,0,0
18,134.54299053317885,-3,2
19,122.42250000074009,-4,1
20,2.643151227455988,0,1
21,2.643151227455988,0,1
22,2.643151227455988,0,0
23,160.48724510998554,-6,3
24,5.522467508285247,0,2
25,2.643151227455988,0,2
26,3.8328193321623343,-1,3
27,3.805167744659709,-1,2
28,0.0,0,2
29,0.0,0,3
30,0.0,0,3
31,0.0,0,2
32,0.0,0,2
33,0.0,0,4
34,0.0,0,2
35,0.0,0,3
